SYMBOL,token,,
VBL,4843777,,
VCL,2309121,,
VEDL,784129,,
VEEDOL,3588865,,
VENKEYS,961793,,
VENTIVE,7384833,,
VENUSPIPES,2455553,,
VENUSREM,3547905,,
VERANDA,2275841,,
VERTOZ,4828929,,
VESUVIUS,941057,,
VETO,2214913,,
VGL,3525377,,
VGUARD,3932673,,
VHL,3044353,,
VHLTD,5986817,,
VIDHIING,3465217,,
VIDYAWIRES,194617345,,
VIJAYA,1429761,,
VIJIFIN,4529921,,
VIKASECO,6593537,,
VIKASLIFE,2542337,,
VIKRAMSOLR,194419969,,
VIKRAN,194297089,,
VIMTALABS,3353857,,
VINATIORGA,4445185,,
VINCOFE,6613761,,
VINDHYATEL,945665,,
VINEETLAB,974593,,
VINNY,3197441,,
VINYLINDIA,4306177,,
VIPCLOTHNG,3799809,,
VIPIND,947969,,
VIPULLTD,2159873,,
VIRINCHI,3915521,,
VISAKAIND,1080577,,
VISASTEEL,3403521,,
VISHNU,1768449,,
VISHWARAJ,3507713,,
VITAL,194853889,,
VIVIDHA,7648513,,
VIVIMEDLAB,3063041,,
VIYASH,3659777,,
VLEGOV,4611073,,
VLSFINANCE,951041,,
VMART,7496705,,
VMM,7160065,,
VMSTMT,194342913,,
VOLTAMP,3475713,,
VOLTAS,951809,,
VPRPL,4695297,,
VRAJ,6226177,,
VRLLOG,2226177,,
VSSL,6929153,,
VSTIND,953345,,
VSTL,5818881,,
VSTTILLERS,6218753,,
VTL,530689,,
WAAREEENER,6632193,,
WAAREEINDO,5108481,,
WAAREERTL,193545729,,
WABAG,5168129,,
WAKEFIT,194626305,,
WALCHANNAG,956417,,
WANBURY,3601153,,
WCIL,6503169,,
WEALTH,492289,,
WEBELSOLAR,3738113,,
WEIZMANIND,959489,,
WEL,2005761,,
WELCORP,3026177,,
WELENT,2976257,,
WELINV,5068801,,
WELSPUNLIV,2880769,,
WENDT,1084161,,
WESTLIFE,2964481,,
WEWIN,2524673,,
WEWORK,194415105,,
WHEELS,964097,,
WHIRLPOOL,4610817,,
WILLAMAGOR,965633,,
WINDLAS,1373697,,
WINDMACHIN,6392065,,
WINSOME,3777793,,
WIPL,5243137,,
WIPRO,969473,,
WOCKPHARMA,1921537,,
WONDERLA,768513,,
WORTHPERI,5702913,,
WSI,3795969,,
WSTCSTPAPR,972545,,
XCHANGING,2996481,,
XELPMOC,2170113,,
XPROINDIA,2920193,,
XTGLOBAL,6460161,,
YASHO,4641537,,
YATHARTH,4540929,,
YATRA,4802561,,
YESBANK,3050241,,
YUKEN,1408257,,
ZAGGLE,4763649,,
ZEEL,975873,,
ZEELEARN,5338113,,
ZEEMEDIA,3585537,,
ZENITHEXPO,1069057,,
ZENITHSTL,3727873,,
ZENSARTECH,275457,,
ZENTEC,1922049,,
ZFCVINDIA,4330241,,
ZIMLAB,3170305,,
ZODIAC,1825025,,
ZODIACLOTH,978177,,
ZOTA,2916865,,
ZUARI,7436801,,
ZUARIIND,979713,,
ZYDUSLIFE,2029825,,
ZYDUSWELL,4514561,,
